部,函,經號,headN,藏文經名,中文經名
,,,3,བཞི་བཅུ་གཉིས་པ། སངས་རྒྱས་ཐམས་ཅད་ཀྱི་རབ་ཏུ་མི་གནས་པའི་དོན་བསྟན་པའི་ལེའུ།,
,,,3,བཞི་བཅུ་གསུམ་པ། གསང་བ་ཡོངས་སུ་མི་ཟད་པའི་འབྱུང་གནས་སུ་བསྟན་པའི་ལེའུ།,
,,,3,བཞི་བཅུ་བཞི་པ། དེ་བཞིན་གཤེགས་པའི་གནས་གསང་བ་ཆེན་པོ་ཐུན་མོང་མ་ཡིན་པ་ཞེས་བྱ་བའི་ལེའུ།,
,,,2,བརྟག་པ་ལྔ་པ་དྲི་མ་མེད་པའི་ཡེ་ཤེས་བྱིན་གྱིས་བརླབ་པ་ཞེས་བྱ་བ།,
,,,3,བཞི་བཅུ་ལྔ་པ། གསང་བའི་ལྷ་མོའི་མཆོད་པ་བསྟན་པའི་ལེའུ།,
,,,3,བཞི་བཅུ་དྲུག་པ། སངས་རྒྱས་ཐམས་ཅད་ཀྱི་ཡེ་ཤེས་དྲི་མ་མེད་པ་གནས་པའི་ལེའུ།,
,,,3,བཞི་བཅུ་བདུན་པ། ལྷག་པའི་ཡེ་ཤེས་འབྱུང་བར་བསྟན་པའི་ལེའུ།,
,,,3,བཞི་བཅུ་བརྒྱད་པ། སྲུང་བ་ཡོངས་སུ་དག་པ་དང་བར་ཆད་མེད་པའི་དོན་བསྟན་པའི་ལེའུ།,
,,,3,བཞི་བཅུ་དགུ་པ། གདོན་ལ་ཡོངས་སུ་དག་ཅིང་ཀུན་དུ་མཆོད་པའི་ལེའུ།,
,,,3,ལྔ་བཅུ་པ། གསང་ཆེན་ཐུན་མོང་མ་ཡིན་པའི་རབ་ཏུ་བྱེད་པ་བསྟན་པའི་ལེའུ།,
,,,3,ལྔ་བཅུ་གཅིག་པ། རབ་ཏུ་མི་གནས་པའི་དོན་བསྟན་པའི་ལེའུ།,
,,,3,ལྔ་བཅུ་གཉིས་པ། སྡེ་སྣོད་ཀྱི་ཚུལ་ཡོངས་སུ་དག་པར་སྤྱོད་པའི་ལེའུ།,
,,,3,ལྔ་བཅུ་གསུམ་པ། སངས་རྒྱས་ཐམས་ཅད་ཀྱི་སྐུ་གསུམ་གྱི་ཞིང་ཁམས་བསྟན་པའི་སྤྱོད་ཡུལ་བླ་ན་མེད་པའི་ལེའུ།,
,,,3,ལྔ་བཅུ་བཞི་པ། སངས་རྒྱས་ཐམས་ཅད་ཀྱི་གསང་བ་ཡོངས་སུ་རྫོགས་པའི་རྒྱུད་ཀྱི་དོན་བསྟན་པའི་ལེའུ།,
,,,3,ལྔ་བཅུ་ལྔ་པ། གསང་བ་ཆེན་པོའི་དཀྱིལ་འཁོར་རབ་ཏུ་སྟོན་པ་རྡོ་རྗེའི་ལེའུ།,
,,,2,བརྟག་པ་དྲུག་པ་གསང་བ་ཡེ་ཤེས་རྡོ་རྗེ་བྱིན་གྱིས་བརླབ་པའི་རྒྱལ་པོ།,
,,,3,ལྔ་བཅུ་དྲུག་པ། དབྱིངས་དང་ཡེ་ཤེས་བསམ་གྱིས་མི་ཁྱབ་པའི་དོན་གྱི་ལེའུ།,
,,,3,ལྔ་བཅུ་བདུན་པ། རིགས་ཀྱི་དཀྱིལ་འཁོར་འབྱུང་གནས་རྡོ་རྗེ་ཞེས་བྱ་བའི་ལེའུ།,
,,,3,ལྔ་བཅུ་བརྒྱད་པ། གསང་བ་བླ་ན་མེད་པའི་ལམ་ཡོངས་སུ་རྫོགས་པར་སྟོན་པའི་ལེའུ།,
,,,3,ལྔ་བཅུ་དགུ་པ། ཡེ་ཤེས་ངེས་པར་བྱེད་པ་གནས་གཏན་ལ་དབབ་པའི་དོན་གྱི་ལེའུ།,
,,,3,དྲུག་བཅུ་པ། སངས་རྒྱས་ཐམས་ཅད་ཀྱི་ནོར་བུའི་ཏོག་གི་རྒྱལ་པོའི་ངོ་བོའི་ལེའུ།,
,,,3,དྲུག་བཅུ་གཅིག་པ། དེ་བཞིན་ཉིད་ཡིད་ལ་བྱེད་པ་མེད་པར་སྟོན་པ་རྡོ་རྗེའི་ལེའུ།,
,,,3,དྲུག་བཅུ་གཉིས་པ། སངས་རྒྱས་ཐམས་ཅད་ཀྱི་དཔལ་མཆོག་ཆེན་པོ་དེ་ཁོ་ན་ཉིད་འབྱུང་བ་བསྟན་པའི་ལེའུ།,
,,,3,དྲུག་བཅུ་གསུམ་པ། གསང་བ་དག་པ་ཆེན་པོའི་ཚུལ་བསྟན་པའི་ལེའུ།,
,,,3,དྲུག་བཅུ་བཞི་པ། སངས་རྒྱས་ཐམས་ཅད་ཀྱི་མཉམ་པ་ཉིད་གཅིག་པར་སྟོན་པ་རྡོ་རྗེའི་ལེའུ།,
,,,3,དྲུག་བཅུ་ལྔ་པ། སངས་རྒྱས་ཐམས་ཅད་ཀྱི་རྣམ་པར་འཕྲུལ་པ་རྨད་དུ་གྱུར་པ་སྟོན་པའི་ལེའུ།,
,,,3,དྲུག་བཅུ་རྩ་དྲུག་པ། གསང་བའི་དཀྱིལ་འཁོར་ཆེན་པོ་རོལ་པ་མངོན་པར་འབྱུང་བ་ཞེས་བྱ་བའི་ལེའུ།,
,,,2,རྟོག་པའི་རྒྱལ་པོ་བདུན་པ།,
,,,3,དྲུག་བཅུ་བདུན་པ། གསང་སྔགས་དང་མཆོད་པ་བསྟན་པའི་ལེའུ།,
,,,3,དྲུག་བཅུ་བརྒྱད་པ། དབང་བསྐུར་བ་ཆེན་པོ་ཚད་མེད་པ་རྡོ་རྗེའི་ལེའུ།,
,,,3,དྲུག་བཅུ་དགུ་པ། ལས་ཕྲན་ཚེགས་བསྟན་པ་དང་སྤྱོད་པ་བསྟན་པའི་ལེའུ།,
,,,3,བདུན་བཅུ་པ། སྙིང་པོ་མཆོག་ཏུ་བསྐུལ་བ་དང་ཡོངས་སུ་དག་པར་སྟོན་པའི་ལེའུ།,
,,,3,དོན་གཅིག་པ། མཆོག་ཏུ་གསང་བ་དང་། སྤྱོད་པ་བསྟན་པའི་ལེའུ།,
,,,3,བདུན་ཅུ་གཉིས་པ། སངས་རྒྱས་ཐམས་ཅད་ཀྱིས་སེམས་ཅན་གྱི་ཁམས་བསྐྱེད་པ་དང་བསྡུ་བའི་དོན་བསྟན་པའི་ལེའུ།,
,,,3,བདུན་བཅུ་གསུམ་པ། སངས་རྒྱས་ཐམས་ཅད་ཀྱི་རྟེན་ཅིང་འབྲེལ་པར་འབྱུང་བ་ལ་གནས་པར་བསྟན་པའི་ལེའུ།,
,,,3,བདུན་བཅུ་བཞི་པ། སངས་རྒྱས་ཐམས་ཅད་ཀྱི་རང་བཞིན་རྣམ་པར་དག་ཅིང་དོན་དམ་པའི་གནས་ཀྱི་དག་པ་ཆེན་པོ་དེ་ཁོ་ན་ཉིད་དུ་བསྟན་པའི་ལེའུ།,
,,,3,བདུན་བཅུ་རྩ་ལྔ་པ། སངས་རྒྱས་ཐམས་ཅད་ཀྱི་དངོས་པོ་ཐམས་ཅད་ཕྱིན་ཅི་མ་ལོག་པ་དག་པ་བསམ་པ་སྣ་ཚོགས་པའི་དོན་རབ་ཏུ་བསྒྲུབ་པའི་ལེའུ།,
,,,3,བདུན་བཅུ་རྩ་དྲུག་པ། སངས་རྒྱས་ཐམས་ཅད་ཀྱི་དཀྱིལ་འཁོར་རབ་ཏུ་གསང་བ་བདུད་རྩི་དག་པར་སྟོན་པ་རྒྱལ་པོའི་ལེའུ།,
,,,3,བདུན་བཅུ་རྩ་བདུན་པ། ཆོས་ཐམས་ཅད་ལ་བསམ་གྱིས་མི་ཁྱབ་པའི་དོན་བསྟན་པའི་ལེའུ།,
,,J432,1,འཕགས་པ་ལག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་དྲག་པོ་གསུམ་འདུལ་བ་ཞེས་བྱ་བའི་རྒྱུད།,
,,J433,1,གསང་བའི་རྒྱུད་རྣམས་ཀྱི་རྣམ་པར་འབྱེད་པ་དྲག་པོ་གསུམ་འདུལ་ཞེས་བྱ་བ།,
,,,2,ལེའུ་དང་པོ།,
,,,2,ལེའུ་གཉིས་པ།,
,,,2,ལེའུ་གསུམ་པ།,
,,J434,1,ལག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གྱི་ཆོ་ག་རྡོ་རྗེ་བེ་ཅོན་གྱི་རྒྱུད།,
,,,2,ལེའུ་དང་པོ།,
,,,2,ལེའུ་གཉིས་པ།,
,,,2,ལེའུ་གསུམ་པ།,
,,,2,ལེའུ་བཞི་པ།,
,,,2,ལེའུ་ལྔ་པ།,
,,,2,ལེའུ་དྲུག་པ།,
,,,2,ལེའུ་བདུན་པ།,
,,,2,ལེའུ་བརྒྱད་པ།,
,,,2,ལེའུ་དགུ་པ།,
,,,2,ལེའུ་བཅུ་པ།,
,,,2,ལེའུ་བཅུ་གཅིག་པ།,
,,,2,ལེའུ་བཅུ་གཉིས་པ།,
,,,2,ལེའུ་བཅུ་གསུམ་པ།,
,,,2,ལེའུ་བཅུ་བཞི་པ།,
,,,2,ལེའུ་བཅྭོ་ལྔ་པ།,
,,J435,1,ལག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་རྡོ་རྗེ་གདེངས་པའི་རྒྱུད་ཁམས་གསུམ་ལས་རྣམ་པར་རྒྱལ་བ་ཞེས་བྱ་བ།,
,,J436,1,དཔལ་རྡོ་རྗེ་གཏུམ་པོ་ཐུགས་གསང་བའི་རྒྱུད།,
,,,2,དང་པོ། གླེང་གཞིའི་ལེའུ།,
,,,2,གཉིས་པ། དྲེགས་པ་ཅན་ཕལ་པ་བཏུལ་བའི་ལེའུ།,
,,,2,གསུམ་པ། ཁྲོ་བོར་བཀའ་བསྒོ་བའི་ལེའུ།,
,,,2,བཞི་པ། གཞལ་ཡས་ཁང་ལྷུན་གྱིས་གྲུབ་པའི་ལེའུ།,
,,,2,ལྔ་པ། འབར་བའི་ཁྲོ་བོ་ཁྲོས་པའི་ཚུལ་དུ་བསྐྱེད་པའི་ལེའུ།,
,,,2,དྲུག་པ། དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱིས་འབར་བའི་ཁྲོ་བོ་ལ་དབང་བསྐུར་བའི་ལེའུ།,
,,,2,བདུན་པ། དབང་དུ་བསྡུས་པའི་ལེའུ།,
,,,2,བརྒྱད་པ། དྲེགས་པ་ཅན་ཟིལ་གྱིས་གནོན་པའི་ལེའུ།,
,,,2,དགུ་པ། གདུག་པ་ཅན་བཀའ་ལ་བཏགས་པའི་ལེའུ།,
,,,2,བཅུ་པ། ཀླུ་གསོ་བའི་ལེའུ།,
,,,2,བཅུ་གཅིག་པ། དྲེགས་པ་ཅན་ཚར་གཅོད་པའི་ལེའུ།,
,,,2,བཅུ་གཉིས་པ། བསྲུང་བའི་འཁོར་ལོའི་ལེའུ།,
,,,2,བཅུ་གསུམ་པ། མཚན་ཉིད་བརྟག་པའི་ལེའུ།,
,,,2,བཅུ་བཞི་པ། དུག་དབྱུང་ཞིང་མཆོད་པ་བསྟན་པའི་ལེའུ།,
,,,2,བཅྭ་ལྔ་པ། དྲག་པོ་འཁོར་ལོའི་ལེའུ།,
,,,2,བཅུ་དྲུག་པ། དྲེགས་པས་སྲོག་གི་སྙིང་པོ་ཕུལ་བ་དང་། མངོན་སྤྱོད་དྲག་པོའི་ལས་ཀྱིས་བཟློག་པའི་ལེའུ།,
,,,2,བཅུ་བདུན་པ། ཐུན་དྲག་མཆོད་སྦྱིན་གྱི་ལེའུ།,
,,,2,བཅྭ་བརྒྱད་པ། དྲེགས་པའི་འཁོར་དག་གིས་སྲི་ཞུ་དང་གུས་པས་མཆོད་པའི་ལེའུ།,
,,,2,བཅུ་དགུ་པ། ས་མ་ཡ་བཀོད་པའི་ལེའུ།,
,,,2,ཉི་ཤུ་པ། གཞི་བྱང་ཆུབ་སྙིང་པོའི་རྒྱུའི་ལེའུ།,
,,,2,ཉི་ཤུ་རྩ་གཅིག་པ། འཁོར་གྱིས་མངོན་པར་བསྟོད་པའི་ལེའུ།,
,,,2,ཉི་ཤུ་རྩ་གཉིས་པ། འཇིག་རྟེན་ཐོག་སེར་གྱི་ལེའུ།,
,,,2,ཉི་ཤུ་རྩ་གསུམ་པ། མཐར་ཐུག་དྲག་པོའི་ལས་ཀྱི་ལེའུ།,
,,,2,ཉི་ཤུ་རྩ་བཞི་པ། ཡོངས་སུ་གཏད་པའི་ལེའུ།,
,,J437,1,དཔལ་རྡོ་རྗེ་གཏུམ་པོ་ཐུགས་གསང་བའི་རྒྱུད་ཕྱི་མ།,
,,,2,དང་པོ། ཡུམ་རྣམ་པར་འཕྲུལ་པ་དང་། མཁའ་གསང་རབ་ཏུ་ལྡན་པའི་ལེའུ།,
,,,2,གཉིས་པ། འཁོར་ལོ་བདེ་རྫོགས་ཀྱི་ལེའུ།,
,,,2,གསུམ་པ། ཀླུ་ཐམས་ཅད་རླག་པར་བྱེད་པའི་ལེའུ།,
,,,2,བཞི་པ། འཇིག་རྟེན་བཅིང་ཟློག་གི་ལེའུ།,
,,,2,ལྔ་པ། གསད་པ་སྔགས་ཀྱི་ལེའུ།,
,,,2,དྲུག་པ། རབ་ཏུ་གསང་བའི་ལེའུ།,
,,,2,བདུན་པ། བདུད་རྩི་བུམ་ཁྲུས་ཀྱི་ལེའུ།,
,,,2,བརྒྱད་པ། བུམ་པ་ཁྲོལ་བུ་ཕྱེ་མ་དང་། འདེ་གུ་དང་། ཁོང་དུ་གཏང་བའི་ལེའུ།,
,,,2,དགུ་པ། རྐུན་ཐབས་ཀྱི་དུག་བཟློག་པའི་ལེའུ།,
,,,2,བཅུ་པ། བསྙེན་སྒྲུབ་ཀྱི་ལྟས་དང་། གནོད་རྟགས་བསྟན་པའི་ལེའུ།,
,,,2,བཅུ་གཅིག་པ། གདུག་པའི་དུག་རུས་པ་ལ་སླེབ་པའི་མཚན་ཉིད་བསྟན་པའི་ལེའུ།,
,,,2,བཅུ་གཉིས་པ། གདུག་པའི་དུག་རྫས་ཀྱིས་གདུལ་བའི་ལེའུ།,
,,,2,བཅུ་གསུམ་པ། དྲེགས་པ་ཅན་ཤིན་ཏུ་ཚར་གཅད་པ་བསྲེག་པ་དྲག་པོའི་ལེའུ།,
,,,2,བཅུ་བཞི་པ། ཕྱིར་མི་ལྡོག་པའི་གནོན་པའི་ལེའུ།,
,,J438a,1,དཔལ་རྡོ་རྗེ་གཏུམ་པོ་ཐུགས་གསང་བའི་རྒྱུད་ཕྱི་མའི་ཕྱི་མ།,
,,,2,དང་པོ། དུག་དང་དུག་འཇོམས་བྱེད་ཀྱི་ལེའུ།,
,,,2,གཉིས་པ། གདུག་པ་སྲོག་གི་འཁོར་ལོའི་ལེའུ།,
,,,2,གསུམ་པ། དམ་ཚིག་སྲོག་གི་འཁོར་ལོ་འཇམ་པ་དང་རྩུབ་པའི་སྔགས་ཀྱི་ལེའུ།,
,,,2,བཞི་པ། ཕྲིན་ལས་མི་འགྱུར་བའི་འཁོར་ལོའི་ལེའུ།,
,,,2,ལྔ་པ་། ཆུ་འཁྱགས་ལོ་ཏོག་འཇོམས་བྱེད་ཀྱི་ལེའུ།,
,,,2,དྲུག་པ། བསྟན་པ་ལ་གནོད་པ་ཆོམ་ལ་དབབ་པའི་ལེའུ།,
,,,2,བདུན་པ། ལུས་རྣམ་པར་སྦ་བའི་ལེའུ།,
,,,2,བརྒྱད་པ། ཡོངས་སུ་གཏད་པའི་ལེའུ།,
,,J438b,1,རྨི་ལམ་མཐོང་བ་ཞེས་བྱ་བའི་གཟུངས།,
,第90函 ཇ,J439,1,ཕྱག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གནོད་སྦྱིན་དྲག་པོ་ཆེན་པོ་རྡོ་རྗེ་མེ་ལྕེའི་རྒྱུད་ཅེས་བྱ་བ།,
,,,2,དང་པོ། གླེང་གཞིའི་ལེའུ།,
,,,2,གཉིས་པ། ངེས་ཚིག་གི་ལེའུ།,
,,,2,གསུམ་པ། དཀྱིལ་འཁོར་དང་ལྷའི་ལེའུ།,
,,,2,བཞི་པ། མཆོད་པའི་ལེའུ།,
,,,2,ལྔ་པ། ནང་དང་སྔགས་ཀྱི་ལེའུ།,
,,,2,དྲུག་པ། དབང་གི་ལེའུ།,
,,,2,བདུན་པ། ལས་ཐམས་ཅད་རྫོགས་པ་ཆེན་པོའི་རྣལ་འབྱོར་པའི་ལེའུ།,
,,,2,བརྒྱད་པ། གཏོར་མའི་ཆོ་གའི་ལེའུ།,
,,,2,དགུ་པ། སྦྱིན་སྲེག་གི་ཆོ་གའི་ལེའུ།,
,,,2,བཅུ་པ། ཀླུ་གདུག་མདངས་འཕྲོག་གི་གདོན་འདུལ་བའི་ལེའུ།,
,,,2,བཅུ་གཅིག་པ། ཚངས་པ་སྲིན་པོའི་གདོན་འདུལ་བའི་ལེའུ།,
,,,2,བཅུ་གཉིས་པ། གཤིན་རྗེ་བྲང་དམར་གྱི་གདོན་འདུལ་བའི་ལེའུ།,
,,,2,བཅུ་གསུམ་པ། གནོད་སྦྱིན་གདོང་སེར་གྱི་གདོན་འདུལ་བའི་ལེའུ།,
,,,2,བཅུ་བཞི་པ། བྲིས་སྐུ་དང་གླེགས་བམ་གྱི་ལེའུ།,
,,,2,བཅྭ་ལྔ་པ། ལས་སྣ་ཚོགས་ཀྱི་ལེའུ།,
,,J440,1,དཔལ་ཕྱག་ན་རྡོ་རྗེ་གསང་བ་བསྟན་པའི་རྒྱུད།,
,,,2,དང་པོ། སྒྲུབ་པ་པོ་གང་ཟག་བསྟན་པའི་ལེའུ།,
,,,2,གཉིས་པ། བསྒྲུབ་པའི་གནས་བསྟན་པའི་ལེའུ།,
,,,2,གསུམ་པ། བསྐྱེད་པའི་དམིགས་པ་བསྟན་པའི་ལེའུ།,
,,,2,བཞི་པ། བསམ་གྱིས་མི་ཁྱབ་པའི་དམིགས་པ་བསྟན་པའི་ལེའུ།,
,,,2,ལྔ་པ། འཁོར་བསྟན་པའི་ལེའུ།,
,,,2,དྲུག་པ། རིག་པ་ཕུལ་བའི་ལེའུ།,
,,,2,བདུན་པ། སྦྱིན་སྲེག་གི་ལེའུ།,
,,J441,1,བཅོམ་ལྡན་འདས་ཕྱག་ན་རྡོ་རྗེ་གསང་བ་མངོན་པར་བསྟན་པའི་རྒྱུད་ཀྱི་རྒྱལ་པོ་ཞེས་བྱ་བ།,
,,,2,དང་པོ། རབ་ཏུ་དགའ་བའི་གླེང་གཞིའི་ལེའུ།,
,,,2,གཉིས་པ། སྒྲུབ་པ་པོའི་གང་ཟག་བསྟན་པའི་ལེའུ།,
,,,2,གསུམ་པ། སྒྲུབ་པའི་གནས་བསྟན་པ་ཞེས་བྱ་བའི་ལེའུ།,
,,,2,བཞི་པ། དཔའ་བོ་གཅིག་པ་བསྒྲུབ་པའི་ལེའུ།,
,,,2,ལྔ་པ། དཀྱིལ་འཁོར་བསྐྱེད་པའི་ལེའུ།,
,,,2,དྲུག་པ། གསང་སྔགས་བསྟན་པའི་ལེའུ།,
,,,2,བདུན་པ། འཁོར་ངེས་པར་བསྟན་པའི་ལེའུ།,
,,,2,བརྒྱད་པ། ལས་སྒྲུབ་པའི་ལྷ་རྡོ་རྗེ་གཏུམ་པོ་ཁྱུང་གི་བསྒྲུབ་པ་བསྟན་པའི་ལེའུ།,
,,,2,དགུ་པ། གནོད་སྦྱིན་ནག་པོ་སྒྲུབ་པའི་ལེའུ།,
,,,2,བཅུ་པ། བསམ་གྱིས་མི་ཁྱབ་པ་རྫོགས་པའི་རིམ་པ་བསྟན་པའི་ལེའུ།,
,,,2,བཅུ་གཅིག་པ། སློབ་མ་དབང་བསྐུར་བའི་ལེའུ།,
,,,2,བཅུ་གཉིས་པ། ཀླུ་སྒྲུབ་པའི་ལེའུ།,
,,,2,བཅུ་གསུམ་པ། ཀླུའི་ནད་ཞུགས་པ་བརྟག་པའི་ལེའུ།,
,,,2,བཅུ་བཞི་པ། ཀླུའི་ནད་བསལ་བའི་ལེའུ།,
,,,2,བཅྭ་ལྔ་པ། གཏོར་མའི་ཆོ་ག་བསྟན་པའི་ལེའུ།,
,,,2,བཅུ་དྲུག་པ། ཡུམ་བསྒྲུབ་པ་རྣམ་པར་ཕྱེ་བའི་ལེའུ།,
,,,2,བཅུ་བདུན་པ། ལས་སྣ་ཚོགས་བསྟན་པའི་ལེའུ།,
,,,2,བཅྭ་བརྒྱད་པ། ཆར་དབབ་པའི་ལེའུ།,
,,,2,བཅུ་དགུ་པ། སྦྱིན་སྲེག་གི་ཆོ་ག་བསྟན་པའི་ལེའུ།,
,,,2,ཉི་ཤུ་པ། མཚན་ཉི་ཤུ་རྩ་གཅིག་གིས་བསྟོད་པའི་ལེའུ།,
,,,2,ཉི་ཤུ་རྩ་གཅིག་པ། རྒྱུད་ཇི་ལྟར་བསྟན་ཅིང་སྦ་བ་དང་རྗེས་སུ་ཡི་རང་བའི་ལེའུ།,
,,J442,1,རྡོ་རྗེ་སྙིང་པོ་རྡོ་རྗེ་ལྕེ་དབབ་པ་ཞེས་བྱ་བའི་གཟུངས།,
,,J443,1,རྡོ་རྗེ་བདེ་ཁྲོས་རྒྱུད་ཀྱི་རྒྱལ་པོ།,
,,,2,དུམ་བུ་དང་པོ་བསྟན་པ།,
,,,3,དང་པོ། གཏམ་རྒྱུད་ཀྱི་རིམ་པ་བསྟན་པའི་ལེའུ།,
,,,3,གཉིས་པ། སྒྲུབ་རྫས་ཀྱི་ལེའུ།,
,,,3,གསུམ་པ། ལྷ་བསྒོམ་པའི་ལེའུ།,
,,,3,བཞི་པ། གསང་བའི་སྙིང་པོ་དང་མཚན་ལྟས་བསྟན་པའི་ལེའུ།,
,,,3,ལྔ་པ། མེའི་བསམ་གཏན་གྱི་ལེའུ།,
,,,3,དྲུག་པ། བསྲུང་བའི་ལེའུ།,
,,,3,བདུན་པ། གཞན་གྱི་གནོད་པ་བརྟག་པའི་ལེའུ།,
,,,3,བརྒྱད་པ། ཞི་བྱེད་མཆོད་ཐབས་ཀྱི་ལེའུ།,
,,,3,དགུ་པ། རྟེན་འབྲེལ་རྫས་ཀྱི་ལེའུ།,
,,,2,དུམ་བུ་གཉིས་པ་བསྟན་པ།,
,,,3,བཅུ་པ། དྲག་སྔགས་ཁྲོས་པའི་ལེའུ།,
,,,3,བཅུ་གཅིག་པ། བུམ་པ་ཁྲོས་པའི་ལེའུ།,
,,,3,བཅུ་གཉིས་པ། འཁོར་ལོ་ཁྲོས་པའི་ལེའུ།,
,,,3,བཅུ་གསུམ་པ། ཕུར་པ་ཁྲོས་པའི་ལེའུ།,
,,,3,བཅུ་བཞི་པ། མེ་དཔུང་ཁྲོས་པའི་ལེའུ།,
,,,3,བཅྭ་ལྔ་པ། རི་རབ་ཁྲོས་པའི་ལེའུ།,
,,,2,དུམ་བུ་གསུམ་པ་བསྟན་པ།,
,,,3,བཅུ་དྲུག་པ། ལས་ཕྲ་མོའི་ལེའུ།,
,,,3,བཅུ་བདུན་པ། རྗེས་སུ་ཡི་རང་བའི་ལེའུ།,
,,J444,1,རྒྱུད་ཀྱི་རྒྱལ་པོ་ཆེན་པོ་སྒྱུ་འཕྲུལ་དྲ་བ་ཞེས་བྱ་བ།,
,,,2,དང་པོ། འཇུག་པ་རིམ་པར་ཕྱེ་བའི་ལེའུ།,
,,,2,གཉིས་པ། དཀྱིལ་འཁོར་རིམ་པར་ཕྱེ་བའི་ལེའུ།,
,,,2,གསུམ་པ། གསང་སྔགས་རིམ་པར་ཕྱེ་བའི་ལེའུ།,
,,,2,བཞི་པ། ཏིང་ངེ་འཛིན་རིམ་པར་ཕྱེ་བའི་ལེའུ།,
,,,2,ལྔ་པ། གསང་སྔགས་ཀྱི་ཡེ་ཤེས་རྣམ་པར་བསྒྱིངས་པའི་རིམ་པར་ཕྱེ་བའི་ལེའུ།,
,,,2,དྲུག་པ། ཕྱག་རྒྱའི་མཆོད་པ་རིམ་པར་ཕྱེ་བའི་ལེའུ།,
,,,2,བདུན་པ། བྱང་ཆུབ་ཀྱི་སེམས་སྒོམ་པའི་ཡེ་ཤེས་སྒྲུབ་པ་རིམ་པར་ཕྱེ་བའི་ལེའུ།,
,,,2,བརྒྱད་པ། སྦྱོར་བའི་ཐབས་ཀྱིས་སྒྲུབ་པའི་རིམ་པར་ཕྱེ་བའི་ལེའུ།,
,,,2,དགུ་པ། སྦྱིན་སྲེག་རིམ་པར་ཕྱེ་བའི་ལེའུ།,
,,,2,བཅུ་པ། ཆོ་ག་ཐམས་ཅད་བསྟན་པ་རིམ་པར་ཕྱེ་བའི་ལེའུ།,
,,J445,1,དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་སྐུ་གསུང་ཐུགས་གཤིན་རྗེ་གཤེད་ནག་པོ་ཞེས་བྱ་བའི་རྒྱུད།,
,,,2,དང་པོ། མངོན་པར་རྟོགས་པའི་རིམ་པར་ཕྱེ་བ།,
,,,2,གཉིས་པ། དཀྱིལ་འཁོར་ཆེན་པོའི་རིམ་པར་ཕྱེ་བ།,
,,,2,གསུམ་པ། ལས་ཀྱི་རིམ་པར་ཕྱེ་བ།,
,,,2,བཞི་པ། རྣམ་པར་རྟོག་པ་གསོད་པའི་རྡོ་རྗེའི་འཁྲུལ་འཁོར་དང་སྔགས་དང་སྨན་གྱིས་གསད་པ་ལ་སོགས་པའི་ཆོ་ག་རིམ་པར་ཕྱེ་བ།,
,,,2,ལྔ་པ། འཁྲུལ་འཁོར་གྱི་གོ་རིམས་བྲི་བ་ཞེས་བྱ་བ་རིམ་པར་ཕྱེ་བ།,
,,,2,དྲུག་པ། འཁོར་ལོ་རྣམ་པར་བྲི་བ་ཞེས་བྱ་བ་རིམ་པར་ཕྱེ་བ།,
,,,2,བདུན་པ། དགུག་པ་ལ་སོགས་པའི་སྦྱོར་བའི་རིམ་པར་ཕྱེ་བ།,
,,,2,བརྒྱད་པ། སྦྱིན་སྲེག་གི་ཆོ་ག་རིམ་པར་ཕྱེ་བ།,
,,,2,དགུ་པ། འཇིགས་བྱེད་གཤིན་རྗེའི་གཤེད་ཅེས་བྱ་བའི་རིམ་པར་ཕྱེ་བ།,
,,,2,བཅུ་པ། རྗེས་སུ་དྲན་པ་རིམ་པར་ཕྱེ་བ།,
,,,2,བཅུ་གཅིག་པ། སྤྱོད་པ་སྟོན་པ་ཞེས་བྱ་བའི་རྒྱུད་རིམ་པར་ཕྱེ་བ།,
,,,2,བཅུ་གཉིས་པ། ཉེ་བར་མཁོ་བའི་ལས་ཀྱི་ཁྱད་པར་ཐམས་ཅད་རིམ་པར་ཕྱེ་བ།,
,,,2,བཅུ་གསུམ་པ། དངོས་གྲུབ་ངེས་པར་བསྟན་པ་རིམ་པར་ཕྱེ་བ།,
,,,2,བཅུ་བཞི་པ། འཇམ་པའི་རྡོ་རྗེ་སྒྲུབ་པའི་ཐབས་རིམ་པར་ཕྱེ་བ།,
,,,2,བཅྭ་ལྔ་པ། ལུས་མེད་རྡོ་རྗེའི་སྒྲུབ་ཐབས་རིམ་པར་ཕྱེ་བ།,
,,,2,བཅུ་དྲུག་པ། ཧེ་རུ་ཀ་བསྒྲུབ་པའི་རིམ་པར་ཕྱེ་བ།,
,,,2,བཅུ་བདུན་པ། བྱང་ཆུབ་ཀྱི་སེམས་ཀྱི་རིམ་པར་ཕྱེ་བ།,
,,,2,བཅྭ་བརྒྱད་པ།,
,,J446,1,གཤིན་རྗེའི་གཤེད་ནག་པོའི་འཁོར་ལོ་ལས་ཐམས་ཅད་གྲུབ་པར་བྱེད་པ་ཞེས་བྱ་བའི་རྒྱུད་ཀྱི་རྒྱལ་པོ།,
